"WISKI_STATION_NO","WISKI_EQUIS_ID","WU_SYS_ID","WID","EQUIS_STATION_ID"
W74018007,S007-904,68207784,"09030001-820",S008-618
W74028003,,68207809,"09030001-827",S008-619
W74009001,,68207774,"09030001-818",S008-622
W75053003,,76964931,"09030002-648",S008-600
E72032001,,59341284,"09030001-605",S008-613
H74009004,S008-622,68207774,"09030001-818",S008-601
W74009003,S008-622,68207774,"09030001-818",S008-601
W74024003,,68207775,"09030001-819",S008-603
W21022002,S008-590,72634855,"07010207-677",S008-627
W21052004,S008-652,72634928,"07010207-681",S008-637
W21052004,S008-652,72634928,"07010207-681",S008-638
W46015004,S008-675,76960582,"07060002-546",S008-667
W46003003,,59339279,"07060002-515",S008-668
W46024001,S008-674,75765613,"07060002-544",S008-674
W46015004,S008-675,76960582,"07060002-546",S008-675
W46015001,S008-679,76960582,"07060002-546",S008-675
W46025002,S008-681,76961013,"07060002-550",S008-685
W46023001,S001-415,76961013,"07060002-550",S008-691
W46018001,S008-438,59339273,"07060002-509",S008-699
H31027003,,59334066,"07020010-510",S008-718
W31027002,S000-354,59334066,"07020010-510",S008-718
W54001002,S003-120,59339961,"09020101-515",S008-721
H34038001,,59334943,"07030001-511",S008-814
W34038002,,59334943,"07030001-511",S008-814
H34021003,,59334652,"07030001-522",S008-816
W34004005,S008-818,59334648,"07030001-518",S008-818
W15042001,S013-530,59331477,"07010201-507",S008-819
W02031008,,59327299,"04010102-556",S008-811
H10018001,S002-951,77131808,"07010104-693",S008-825
W02035015,,59327477,"04010102-508",S008-810
E20095002,S005-017,77058283,"07010206-811",S008-836
W02036002,,59327518,"04010102-549",S008-837
W02036008,,59327518,"04010102-549",S008-837
W75005001,,77129864,"09030008-559",S008-861
H79001001,,77129903,"09030008-560",S008-865
W79001003,S017-205,77129904,"09030008-561",S008-866
W79001003,S017-205,77129904,"09030008-561",S008-867
W03173006,,59328064,"04010201-541",S008-882
W03164026,,59328064,"04010201-541",S008-882
E66015007,S005-283,59341098,"09020305-529",S008-873
E41051001,,59337279,"07040004-538",S008-877
W01080002,S013-365,59326690,"04010101-573",S008-909
W01079012,S014-527,59327051,"04010101-C16",S008-910
W01082002,,72938414,"04010101-D49",S008-916
W01082001,,72938414,"04010101-D49",S008-917
E67014003,S008-902,59341230,"09020306-507",S008-902
W67025001,S002-984,59341230,"09020306-507",S008-903
E63027001,S008-889,59340690,"09020303-541",S008-889
W02008001,,59327358,"04010102-615",S008-905
W02006005,,59327470,"04010102-501",S008-906
W02060004,,59327470,"04010102-501",S008-906
W02006011,,59327470,"04010102-501",S008-906
W02007008,,59327470,"04010102-501",S008-906
W02035005,,59327477,"04010102-508",S008-907
W02035015,,59327477,"04010102-508",S008-907
W02035016,,59327477,"04010102-508",S008-908
W02035018,,59327477,"04010102-508",S008-908
W43098001,,59337775,"07040008-717",S008-886
H37052001,,59335417,"07030005-526",S008-927
W10051001,S000-417,59330692,"07010104-529",S008-928
E73064001,,59341837,"09030002-502",S008-925
H14019001,,68551256,"07010108-605",S008-941
H32065005,,76934940,"07020011-641",S008-966
H48005003,,59339059,"07080201-524",S008-960
H32065002,S008-965,76934940,"07020011-641",S008-970
H32065007,S008-970,76934940,"07020011-641",S008-970
E20110001,,59332190,"07010206-506",S008-976
E20110001,,59332190,"07010206-506",S008-977
W03190001,,59328332,"04010201-848",S009-074
W03190003,,59328332,"04010201-848",S009-077
W35022002,,59335122,"07030003-531",S009-063
W03186009,S012-125,59328149,"04010201-626",S009-100
W03186007,,59328149,"04010201-626",S009-101
W03186008,S007-104,59328149,"04010201-626",S009-101
W03189005,,59328150,"04010201-627",S009-102
W03189016,S009-103,59328150,"04010201-627",S009-102
W03189007,,59328150,"04010201-627",S009-103
H03001012,S008-484,59328271,"04010201-512",S009-108
W03001004,,59328271,"04010201-512",S009-109
W03163004,,64425946,"04010201-A82",S009-110
W03163022,,77221718,"04010201-B02",S009-112
W03163031,,77221718,"04010201-B02",S009-112
H02040008,S008-481,59327514,"04010102-545",S009-113
W02039002,,59327512,"04010102-543",S009-115
W02039004,,59327512,"04010102-543",S009-115
W02039006,,59327512,"04010102-543",S009-115
W02039027,,59327512,"04010102-543",S009-115
W02039009,S003-769,59327512,"04010102-543",S009-117
W02039027,,59327512,"04010102-543",S009-117
W02039030,,59327512,"04010102-543",S009-117
W02038015,,59327480,"04010102-511",S009-118
W02038003,,59327510,"04010102-541",S009-120
W02038005,,59327510,"04010102-541",S009-120
W02038027,,59327510,"04010102-541",S009-120
H02036003,S007-814,59327518,"04010102-549",S009-125
W02033003,,59327518,"04010102-549",S009-125
W44002002,S009-027,59338774,"07060001-516",S009-029
L25000100,,59335717,"07040001-531",S008-998
E20088001,,77108555,"07010206-814",S008-999
E20088001,,77108555,"07010206-814",S009-001
E20088002,,77108555,"07010206-814",S009-004
W74025002,,68207793,"09030001-825",S009-129
W74027002,,68207784,"09030001-820",S009-130
W74018007,S007-904,68207784,"09030001-820",S009-130
E20088001,,77108555,"07010206-814",S009-160
E20065001,,74058644,"07010206-805",S009-162
W20056001,S000-025,74058644,"07010206-805",S009-163
H03148001,,59328709,"04010201-942",S009-166
W03148006,S009-166,59328709,"04010201-942",S009-167
W03148011,S007-795,59328709,"04010201-942",S009-168
W03148002,S007-268,59328709,"04010201-942",S009-170
W03148003,,59328709,"04010201-942",S009-170
W03148008,S009-169,59328709,"04010201-942",S009-170
W03148008,S009-169,59328709,"04010201-942",S009-171
W03148004,S009-168,59328709,"04010201-942",S009-172
W03148004,S009-168,59328709,"04010201-942",S009-173
H72047001,S002-765,76802763,"09030001-987",S009-179
W72047004,,76802763,"09030001-987",S009-181
W72047003,S007-766,76802763,"09030001-987",S009-182
W72031006,,76802763,"09030001-987",S009-182
W28035001,,72896930,"07020007-693",S009-197
W28094005,,59334018,"07020007-574",S009-152
W73054004,,59341844,"09030002-509",S009-174
W28061001,S007-570,59333750,"07020007-613",S009-196
L11030501,,59330807,"07010106-502",S009-186
W35022001,S001-674,59335122,"07030003-531",S009-211
H03155003,,59328075,"04010201-552",S009-217
E03147001,,59328075,"04010201-552",S009-218
E03149001,,59328075,"04010201-552",S009-218
E03147001,,59328075,"04010201-552",S009-219
H03155006,,59328075,"04010201-552",S009-219
E03150001,,59328719,"04010201-952",S009-232
E36076001,S000-198,59335002,"07030004-587",S009-234
W36076002,,59335002,"07030004-587",S009-234
W08007003,,59330030,"07010102-511",S009-262
H41049001,S003-802,59337248,"07040004-507",S009-249
W28061001,S007-570,59333750,"07020007-613",S009-284
W33116003,,59334842,"07020012-710",S009-309
W33116003,,59334842,"07020012-710",S009-312
W33116003,,59334842,"07020012-710",S009-313
W74027003,S009-130,68207784,"09030001-820",S009-280
W31016001,,59334072,"07020010-516",S009-304
W31057001,,72465176,"07020010-566",S009-306
E66035001,,76797826,"09020305-647",S009-369
W63039001,S003-943,68417128,"09020303-558",S009-411
E63086001,S003-948,68417127,"09020303-557",S009-414
W66080001,S003-318,59341119,"09020305-550",S009-373
W66051001,S004-837,59340765,"09020305-502",S009-376
E66053001,S009-377,59340765,"09020305-502",S009-377
E66053001,S009-377,59340765,"09020305-502",S009-379
E66078001,S009-389,59340782,"09020305-518",S009-384
E63086001,S003-948,68417127,"09020303-557",S009-417
H79008003,,59342714,"09030008-507",S009-447
H36059001,S003-532,59335246,"07030004-512",S009-455
W36059002,,59335246,"07030004-512",S009-455
E66057002,S009-392,59340782,"09020305-518",S009-389
E66057001,S007-608,59340767,"09020305-504",S009-391
E66078001,S009-389,59340782,"09020305-518",S009-396
E66078001,S009-389,59340782,"09020305-518",S009-401
W01091001,,59327236,"04010101-B24",S009-365
W30014001,,77298419,"07020009-655",S009-435
W31018001,,59334072,"07020010-516",S009-482
W31054001,,72465164,"07020010-564",S009-486
W31036001,,72465164,"07020010-564",S009-487
H31021001,S002-251,59334073,"07020010-517",S009-492
W31021002,,59334073,"07020010-517",S009-492
W31021003,,59334073,"07020010-517",S009-492
W02039006,,59327512,"04010102-543",S009-515
W02039009,S003-769,59327512,"04010102-543",S009-515
W02039030,,59327512,"04010102-543",S009-515
H02039003,,59327512,"04010102-543",S009-515
W13050001,S001-593,59331268,"07010107-503",S009-517
W13050003,S002-461,59331268,"07010107-503",S009-517
E25002001,,59333140,"07020004-640",S009-508
H20114002,S003-742,59332224,"07010206-539",S009-525
W02032006,,59327660,"04010102-698",S009-526
W37035001,S000-020,77282901,"07030005-783",S014-211
W37035002,,77282901,"07030005-783",S014-211
W42001002,,76961046,"07040006-576",S014-250
H10072001,,59330697,"07010104-534",S013-466
W15044001,S008-819,59331477,"07010201-507",S013-526
W38003004,S001-385,60171522,"07040001-708",S014-224
W38012001,,59335739,"07040001-553",S014-225
W04044004,,76652831,"04010202-662",S014-240
W04044001,,76652831,"04010202-662",S014-241
W04049001,,59328859,"04010202-521",S014-897
W11040003,,59330906,"07010105-561",S014-906
W15030004,,59331516,"07010201-545",S014-912
E66014001,S014-936,76801845,"09020305-655",S014-939
E66014001,S014-936,76801845,"09020305-655",S014-936
E66073001,S003-498,59341108,"09020305-539",S014-925
E66060002,S002-982,59341108,"09020305-539",S014-925
E66034002,S001-005,76797693,"09020305-645",S014-942
H66060001,S002-134,59341108,"09020305-539",S014-924
H66060001,S002-134,59341108,"09020305-539",S014-927
E66073001,S003-498,59341108,"09020305-539",S014-927
E66073001,S003-498,59341108,"09020305-539",S014-922
E66060002,S002-982,59341108,"09020305-539",S014-922
W02013002,,59327630,"04010102-668",S009-552
H19013001,S009-724,59332376,"07010205-502",S009-724
W02016016,,59327482,"04010102-513",S009-735
W24022001,S008-461,59332909,"07020003-530",S009-792
W24042001,S003-088,59332900,"07020003-521",S009-800
W24008002,,59332900,"07020003-521",S009-800
W24042002,,59332900,"07020003-521",S009-800
E33143004,S000-MNR,59334631,"07020012-505",S009-827
W33122003,S004-109,59334631,"07020012-505",S009-827
W33146004,S006-102,59334631,"07020012-505",S009-827
W48019002,,59339056,"07080201-522",S009-861
H40021001,,61898302,"07040003-F16",S009-926
W40023003,,59336201,"07040003-512",S009-958
W38006003,,60171522,"07040001-708",S009-960
W38003004,S001-385,60171522,"07040001-708",S009-960
W43042001,,59337881,"07040008-526",S009-985
W41063001,,59337248,"07040004-507",S010-012
W02024011,S007-364,59327319,"04010102-576",S010-070
W28019001,,72896042,"07020007-689",S010-085
E68017001,S000-700,72730666,"09020309-540",S010-099
W68053001,S002-989,72730666,"09020309-540",S010-099
W56096001,S003-937,59340226,"09020103-611",S010-136
E63057001,,59340967,"09020303-506",S010-142
E36076001,S000-198,59335002,"07030004-587",S010-351
W35072003,,59335091,"07030003-502",S010-358
W41015002,S006-065,68390325,"07040004-973",S010-432
L25000100,,59335717,"07040001-531",S010-439
E25028001,,59333383,"07020004-576",S010-497
H18003001,S008-972,59331919,"07010204-584",S010-568
H15029002,S004-062,77132156,"07010201-653",S010-585
W15029011,,77132156,"07010201-653",S010-585
W15029013,S004-062,77132156,"07010201-653",S010-585
W15029013,S004-062,77132156,"07010201-653",S010-586
W43078001,S000-386,59337895,"07040008-540",S010-625
W69054001,,77120997,"09020311-562",S010-811
H57001001,S004-150,59340120,"09020104-516",S010-821
W76037006,,59342294,"09030005-558",S010-862
W76037009,,59342294,"09030005-558",S010-862
W76037015,S014-485,59342294,"09030005-558",S010-862
H48023002,,59339037,"07080201-503",S010-934
W03154002,,59328809,"04010201-A42",S011-058
H03143001,,59328713,"04010201-946",S011-060
W03164001,,59328064,"04010201-541",S011-071
E26057001,S002-203,59333603,"07020005-508",S011-109
W58042001,S011-136,59340492,"09020106-538",S011-136
W17020001,,59331704,"07010203-561",S011-235
W34035004,,59334942,"07030001-510",S011-304
H25007001,S002-140,59333314,"07020004-508",S011-536
H57026001,S002-097,76957219,"09020104-544",S011-597
W77003001,S011-618,59342612,"09030006-644",S011-618
H39043001,,59335958,"07040002-519",S011-794
W39091002,,59335981,"07040002-542",S011-809
W02015001,,59327523,"04010102-554",S011-824
W02015002,,59327523,"04010102-554",S011-824
W02015003,,59327523,"04010102-554",S011-824
W02015004,,59327523,"04010102-554",S011-824
W02040012,S014-891,59327514,"04010102-545",S011-854
W65016001,S004-052,59340703,"09020304-501",S011-979
W65002001,S016-401,64073176,"09020304-548",S011-992
H41014001,,68390519,"07040004-975",S012-073
W41063003,S007-955,59337248,"07040004-507",S012-094
E38025002,,59335598,"07040001-692",S012-116
E63057001,,59340967,"09020303-506",S012-158
W80007001,,59342440,"09030009-523",S012-171
E19082001,,59332383,"07010205-508",S012-237
E20088002,,77108555,"07010206-814",S012-299
E20088001,,77108555,"07010206-814",S012-303
H28045002,S001-983,59334001,"07020007-557",S012-400
W28036001,,72896929,"07020007-692",S012-409
W68022001,,72730664,"09020309-538",S012-473
H33010001,S001-629,59334784,"07020012-653",S012-753
E60099001,,76792249,"09020108-644",S012-839
W61046002,S000-008,76957467,"09020301-544",S013-577
E69001002,S007-127,76958391,"09020311-561",S013-580
H26023001,S005-861,59333611,"07020005-515",S013-600
H27030001,S002-311,77299599,"07020006-568",S013-692
H70030003,S003-100,59341061,"09020312-503",S013-724
W02060002,,59327470,"04010102-501",S013-727
W02007005,,59327470,"04010102-501",S013-727
W02007006,,59327470,"04010102-501",S013-727
W02006006,,59327470,"04010102-501",S013-728
W02006007,,59327470,"04010102-501",S013-728
W02007007,,59327470,"04010102-501",S013-728
H02039008,S004-364,59327513,"04010102-544",S013-739
W34041001,,77130114,"07030001-613",S013-777
W35038004,S001-277,59335107,"07030003-516",S013-799
H35038003,,59335107,"07030003-516",S013-799
E33091001,S000-676,76721172,"07020012-834",S013-920
W38027007,,59335692,"07040001-507",S013-928
W03189004,,59328150,"04010201-627",S013-939
W03189006,,59328150,"04010201-627",S013-939
H03189016,S008-482,59328150,"04010201-627",S013-939
H33121002,,59334338,"07020012-519",S014-047
H33121005,,59334338,"07020012-519",S014-047
H01014001,,59326648,"04010101-531",S014-055
E20088002,,77108555,"07010206-814",S014-199
W74024002,S008-603,68207775,"09030001-819",S012-909
W50006001,S007-338,59339538,"07080203-501",S012-968
W76037001,,59342294,"09030005-558",S012-983
W76037004,,59342294,"09030005-558",S012-983
W76037007,,59342294,"09030005-558",S012-983
H40021001,,61898302,"07040003-F16",S013-000
W40021002,,61898302,"07040003-F16",S013-000
E66015007,S005-283,59341098,"09020305-529",S013-019
W18037002,,77299870,"07010204-764",S013-024
H68031001,,59341261,"09020309-504",S013-028
H66016001,,59340791,"09020305-527",S013-041
W46007001,S008-437,59339276,"07060002-512",S013-058
W07087001,,59329614,"07010101-573",S009-578
H18024002,S002-298,59332169,"07010204-536",S009-608
H33069001,S002-931,59334369,"07020012-550",S009-679
H35038003,,59335107,"07030003-516",S013-437
H10065001,,59330660,"07010104-502",S013-497
W34017001,,59334735,"07030001-604",S013-555
W46024001,S008-674,75765613,"07060002-544",S013-069
W04043002,,59328577,"04010202-533",S013-114
W04043006,,59328577,"04010202-533",S013-114
W02006010,,59327470,"04010102-501",S013-129
W02007005,,59327470,"04010102-501",S013-129
W02060005,,59327470,"04010102-501",S013-129
W24001001,S013-163,76960169,"07020003-577",S013-161
E24008001,,59332900,"07020003-521",S013-170
W24042001,S003-088,59332900,"07020003-521",S013-170
W24042002,,59332900,"07020003-521",S013-170
W22024001,,59333057,"07020001-526",S013-191
W35069005,S001-270,59335090,"07030003-501",S013-394
H35035001,,77256080,"07030003-633",S013-399
W35006002,,59335104,"07030003-513",S013-407
H12039001,S001-926,76152994,"07010106-721",S011-729
H12041001,,76152994,"07010106-721",S011-729
W39112001,,59335967,"07040002-528",S011-756
W39112002,,59335967,"07040002-528",S011-756
H43007002,S004-858,59337857,"07040008-502",S009-731
W02016011,,59327482,"04010102-513",S009-736
W02016016,,59327482,"04010102-513",S009-736
W31047002,,72466327,"07020010-580",S009-809
H15029003,,77132156,"07010201-653",S009-853
H15031001,S004-061,77132156,"07010201-653",S009-853
W15031004,,77132156,"07010201-653",S009-853
H38006002,S004-859,60171522,"07040001-708",S009-919
W38006004,,60171522,"07040001-708",S009-919
H41056001,,68412158,"07040004-986",S009-929
W38020003,,59335703,"07040001-517",S009-947
W40005001,,59336279,"07040003-588",S009-982
W43026002,S000-933,59337871,"07040008-516",S009-999
E71022001,,59341411,"09020314-501",S010-106
H70021002,S016-642,59341062,"09020312-504",S010-155
W66015001,,59341099,"09020305-530",S010-166
E60112001,S002-102,59340607,"09020108-501",S010-172
W73054003,S009-174,59341844,"09030002-509",S010-192
W77023001,,59342204,"09030006-504",S010-222
W77107002,,59342204,"09030006-504",S010-222
H76033001,S004-871,59341973,"09030005-524",S010-226
W35051003,,59335093,"07030003-503",S010-327
W35043001,,77131285,"07030003-621",S010-331
E40006002,,59336319,"07040003-627",S010-437
W23007002,,59333095,"07020002-501",S010-462
W26092001,,59333614,"07020005-517",S010-470
H36048001,S004-640,59335245,"07030004-511",S010-535
H37052001,,59335417,"07030005-526",S010-544
W43042001,,59337881,"07040008-526",S010-659
W38035001,,77120962,"07040001-725",S010-704
H38032002,S003-324,59335577,"07040001-671",S010-707
W57039001,S007-461,59340141,"09020104-537",S010-824
W76027001,,59341951,"09030005-502",S010-835
